provider,team_id,team_id_source,team_name,club_name,opponent_id,opponent_id_source,opponent_name,opponent_club_name,age_group,gender,state,competition,division_name,event_name,venue,game_date,home_away,goals_for,goals_against,result,source_url,scraped_at
modular11,581,581,LA Bulls U13 AD,LA Bulls,390,390,Phoenix Rising FC U13 AD,Phoenix Rising FC,U13,Male,,League,Southwest,League,Gol Soccer Complex - West Field,2025-11-22,H,0,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,390,390,Phoenix Rising FC U13 AD,Phoenix Rising FC,581,581,LA Bulls U13 AD,LA Bulls,U13,Male,,League,Southwest,League,Gol Soccer Complex - West Field,2025-11-22,A,2,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,582,582,Los Angeles Soccer Club U13 AD,Los Angeles Soccer Club,249,249,Total Futbol Academy U13 AD,Total Futbol Academy,U13,Male,,League,Southwest,League,Edgewood High School - Stadium,2025-11-22,H,0,1,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,249,249,Total Futbol Academy U13 AD,Total Futbol Academy,582,582,Los Angeles Soccer Club U13 AD,Los Angeles Soccer Club,U13,Male,,League,Southwest,League,Edgewood High School - Stadium,2025-11-22,A,1,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,461,461,The Town FC Academy U13 AD,The Town FC Academy,568,568,ALBION SC Merced U13 AD,ALBION SC Merced,U13,Male,,League,Northwest,League,College Park High School - Turf Field,2025-11-22,H,4,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,568,568,ALBION SC Merced U13 AD,ALBION SC Merced,461,461,The Town FC Academy U13 AD,The Town FC Academy,U13,Male,,League,Northwest,League,College Park High School - Turf Field,2025-11-22,A,0,4,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,395,395,Los Angeles Surf U13 AD,Los Angeles Surf,394,394,Santa Barbara Soccer Club U13 AD,Santa Barbara Soccer Club,U13,Male,,League,Southwest,League,Occidental College Stadium,2025-11-22,H,2,1,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,394,394,Santa Barbara Soccer Club U13 AD,Santa Barbara Soccer Club,395,395,Los Angeles Surf U13 AD,Los Angeles Surf,U13,Male,,League,Southwest,League,Occidental College Stadium,2025-11-22,A,1,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,859,859,Modesto Ajax United U13 AD,Modesto Ajax United,411,411,Lamorinda Soccer Club U13 AD,Lamorinda Soccer Club,U13,Male,,League,Northwest,League,Mary Grogan Community Park - Field 2,2025-11-22,H,5,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,411,411,Lamorinda Soccer Club U13 AD,Lamorinda Soccer Club,859,859,Modesto Ajax United U13 AD,Modesto Ajax United,U13,Male,,League,Northwest,League,Mary Grogan Community Park - Field 2,2025-11-22,A,0,5,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,32,32,Blau Weiss Gottschee U13 AD,Blau Weiss Gottschee,38,38,FC Westchester U13 AD,FC Westchester,U13,Male,,League,Northeast,League,Aviator - Field 1,2025-11-22,H,2,3,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,38,38,FC Westchester U13 AD,FC Westchester,32,32,Blau Weiss Gottschee U13 AD,Blau Weiss Gottschee,U13,Male,,League,Northeast,League,Aviator - Field 1,2025-11-22,A,3,2,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,365,365,TSF Academy U13 AD,TSF Academy,1146,1146,Long Island Soccer Club U13 AD,Long Island Soccer Club,U13,Male,,League,Northeast,League,DePaul Catholic High School - Stadium Field,2025-11-22,H,0,2,L,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
modular11,1146,1146,Long Island Soccer Club U13 AD,Long Island Soccer Club,365,365,TSF Academy U13 AD,TSF Academy,U13,Male,,League,Northeast,League,DePaul Catholic High School - Stadium Field,2025-11-22,A,2,0,W,https://www.modular11.com/public_schedule/league/get_matches,2025-12-03T00:03:26.354570
